delay	freq	condition	trials.thisRepN	trials.thisTrialN	trials.thisN	trials.thisIndex	polygon.started	polygon_2.started	key_resp.started	polygon.stopped	key_resp.keys	key_resp.rt	sound_1.started	text.started	textbox.started	button.started	textbox.text	button.numClicks	button.timesOn	button.timesOff	sound_1.stopped	participant	session	date	expName	psychopyVersion	frameRate
0.4	400	unexp	2	1	25	1	233.7456862	234.7294617	234.7294617	234.7460143	space	1.2431225	236.3933976	236.6975642	236.6975642	236.6975642	100	26	"[14.757660900009796, 3.497444099979475, 4.328392499999609, 3.927760999999009, 10.766770799993537, 6.737027299997862, 9.850475099985488, 3.2098986000055447, 3.489623199973721, 1.4319361999514513, 4.888519899977837, 2.1293566999956965, 2.9275343000190333, 3.095291699981317, 3.1331795000005513, 4.370795299997553, 2.834529699990526, 15.936578599968925, 3.8224124999833293, 9.164043600030709, 3.7241023000096902, 6.361510700022336, 2.296456500014756, 2.074573500023689, 2.814022600010503, 6.455469599983189]"	"[14.757675100001507, 3.4974542999989353, 4.32840329996543, 3.9277719000237994, 10.76678050000919, 6.737040099978913, 9.850486399955116, 3.2099119999911636, 3.4896329999901354, 1.4319467999739572, 4.888528199982829, 2.129367900022771, 2.9275459999917075, 3.0953026000061072, 3.1331902000238188, 4.37080109998351, 2.834541000018362, 15.93658909999067, 3.8224197999807075, 9.164055700006429, 3.724114099983126, 6.36152169998968, 2.29646819998743, 2.074584699992556, 2.8140333000337705, 6.455479299998842]"		661317	1	2022-11-10_17h48.41.895	Tutorial 7	2022.2.2	60.10157166
0.4	1000	exp	2	2	26	4	243.1483689	244.1482864	244.1482864	244.1482864	space	0.7539839	245.3298835	245.6416267	245.6416267	245.6416267	100	27	"[14.757660900009796, 3.497444099979475, 4.328392499999609, 3.927760999999009, 10.766770799993537, 6.737027299997862, 9.850475099985488, 3.2098986000055447, 3.489623199973721, 1.4319361999514513, 4.888519899977837, 2.1293566999956965, 2.9275343000190333, 3.095291699981317, 3.1331795000005513, 4.370795299997553, 2.834529699990526, 15.936578599968925, 3.8224124999833293, 9.164043600030709, 3.7241023000096902, 6.361510700022336, 2.296456500014756, 2.074573500023689, 2.814022600010503, 6.455469599983189, 9.664939899987075]"	"[14.757675100001507, 3.4974542999989353, 4.32840329996543, 3.9277719000237994, 10.76678050000919, 6.737040099978913, 9.850486399955116, 3.2099119999911636, 3.4896329999901354, 1.4319467999739572, 4.888528199982829, 2.129367900022771, 2.9275459999917075, 3.0953026000061072, 3.1331902000238188, 4.37080109998351, 2.834541000018362, 15.93658909999067, 3.8224197999807075, 9.164055700006429, 3.724114099983126, 6.36152169998968, 2.29646819998743, 2.074584699992556, 2.8140333000337705, 6.455479299998842, 9.664949800004251]"	245.6416267	661317	1	2022-11-10_17h48.41.895	Tutorial 7	2022.2.2	60.10157166
0.1	400	unexp	2	3	27	0	255.2967932	256.295736	256.295736	256.3123162	space	0.9923784	257.4107061	257.7308726	257.7308726	257.7308726	0	28	"[14.757660900009796, 3.497444099979475, 4.328392499999609, 3.927760999999009, 10.766770799993537, 6.737027299997862, 9.850475099985488, 3.2098986000055447, 3.489623199973721, 1.4319361999514513, 4.888519899977837, 2.1293566999956965, 2.9275343000190333, 3.095291699981317, 3.1331795000005513, 4.370795299997553, 2.834529699990526, 15.936578599968925, 3.8224124999833293, 9.164043600030709, 3.7241023000096902, 6.361510700022336, 2.296456500014756, 2.074573500023689, 2.814022600010503, 6.455469599983189, 9.664939899987075, 4.071955899999011]"	"[14.757675100001507, 3.4974542999989353, 4.32840329996543, 3.9277719000237994, 10.76678050000919, 6.737040099978913, 9.850486399955116, 3.2099119999911636, 3.4896329999901354, 1.4319467999739572, 4.888528199982829, 2.129367900022771, 2.9275459999917075, 3.0953026000061072, 3.1331902000238188, 4.37080109998351, 2.834541000018362, 15.93658909999067, 3.8224197999807075, 9.164055700006429, 3.724114099983126, 6.36152169998968, 2.29646819998743, 2.074584699992556, 2.8140333000337705, 6.455479299998842, 9.664949800004251, 4.071963399997912]"		661317	1	2022-11-10_17h48.41.895	Tutorial 7	2022.2.2	60.10157166
0.7	400	unexp	2	4	28	2	261.7860197	262.7858512	262.7858512	262.7858512	space	1.0581537	264.5665377	264.8795347	264.8795347	264.8795347	200	29	"[14.757660900009796, 3.497444099979475, 4.328392499999609, 3.927760999999009, 10.766770799993537, 6.737027299997862, 9.850475099985488, 3.2098986000055447, 3.489623199973721, 1.4319361999514513, 4.888519899977837, 2.1293566999956965, 2.9275343000190333, 3.095291699981317, 3.1331795000005513, 4.370795299997553, 2.834529699990526, 15.936578599968925, 3.8224124999833293, 9.164043600030709, 3.7241023000096902, 6.361510700022336, 2.296456500014756, 2.074573500023689, 2.814022600010503, 6.455469599983189, 9.664939899987075, 4.071955899999011, 5.575947800010908]"	"[14.757675100001507, 3.4974542999989353, 4.32840329996543, 3.9277719000237994, 10.76678050000919, 6.737040099978913, 9.850486399955116, 3.2099119999911636, 3.4896329999901354, 1.4319467999739572, 4.888528199982829, 2.129367900022771, 2.9275459999917075, 3.0953026000061072, 3.1331902000238188, 4.37080109998351, 2.834541000018362, 15.93658909999067, 3.8224197999807075, 9.164055700006429, 3.724114099983126, 6.36152169998968, 2.29646819998743, 2.074584699992556, 2.8140333000337705, 6.455479299998842, 9.664949800004251, 4.071963399997912, 5.5759596999851055]"	264.8795347	661317	1	2022-11-10_17h48.41.895	Tutorial 7	2022.2.2	60.10157166
0.1	1000	exp	2	5	29	3	270.4400801	271.4388825	271.4388825	271.4388825	space	1.3825232	272.9372903	273.2506105	273.2506105	273.2506105	50	30	"[14.757660900009796, 3.497444099979475, 4.328392499999609, 3.927760999999009, 10.766770799993537, 6.737027299997862, 9.850475099985488, 3.2098986000055447, 3.489623199973721, 1.4319361999514513, 4.888519899977837, 2.1293566999956965, 2.9275343000190333, 3.095291699981317, 3.1331795000005513, 4.370795299997553, 2.834529699990526, 15.936578599968925, 3.8224124999833293, 9.164043600030709, 3.7241023000096902, 6.361510700022336, 2.296456500014756, 2.074573500023689, 2.814022600010503, 6.455469599983189, 9.664939899987075, 4.071955899999011, 5.575947800010908, 6.435373600048479]"	"[14.757675100001507, 3.4974542999989353, 4.32840329996543, 3.9277719000237994, 10.76678050000919, 6.737040099978913, 9.850486399955116, 3.2099119999911636, 3.4896329999901354, 1.4319467999739572, 4.888528199982829, 2.129367900022771, 2.9275459999917075, 3.0953026000061072, 3.1331902000238188, 4.37080109998351, 2.834541000018362, 15.93658909999067, 3.8224197999807075, 9.164055700006429, 3.724114099983126, 6.36152169998968, 2.29646819998743, 2.074584699992556, 2.8140333000337705, 6.455479299998842, 9.664949800004251, 4.071963399997912, 5.5759596999851055, 6.435389199992642]"		661317	1	2022-11-10_17h48.41.895	Tutorial 7	2022.2.2	60.10157166
0.4	1000	exp	2	6	30	7	279.6755744	280.674632	280.674632	280.6913634	space	0.4294265	281.5236249	281.8328314	281.8328314	281.8328314	50	31	"[14.757660900009796, 3.497444099979475, 4.328392499999609, 3.927760999999009, 10.766770799993537, 6.737027299997862, 9.850475099985488, 3.2098986000055447, 3.489623199973721, 1.4319361999514513, 4.888519899977837, 2.1293566999956965, 2.9275343000190333, 3.095291699981317, 3.1331795000005513, 4.370795299997553, 2.834529699990526, 15.936578599968925, 3.8224124999833293, 9.164043600030709, 3.7241023000096902, 6.361510700022336, 2.296456500014756, 2.074573500023689, 2.814022600010503, 6.455469599983189, 9.664939899987075, 4.071955899999011, 5.575947800010908, 6.435373600048479, 4.471979899972212]"	"[14.757675100001507, 3.4974542999989353, 4.32840329996543, 3.9277719000237994, 10.76678050000919, 6.737040099978913, 9.850486399955116, 3.2099119999911636, 3.4896329999901354, 1.4319467999739572, 4.888528199982829, 2.129367900022771, 2.9275459999917075, 3.0953026000061072, 3.1331902000238188, 4.37080109998351, 2.834541000018362, 15.93658909999067, 3.8224197999807075, 9.164055700006429, 3.724114099983126, 6.36152169998968, 2.29646819998743, 2.074584699992556, 2.8140333000337705, 6.455479299998842, 9.664949800004251, 4.071963399997912, 5.5759596999851055, 6.435389199992642, 4.471987299970351]"		661317	1	2022-11-10_17h48.41.895	Tutorial 7	2022.2.2	60.10157166
0.4	1000	exp	2	7	31	10	286.2984327	287.2986467	287.2986467	287.2986467	space	0.8681782	288.5945477	288.8948019	288.8948019	288.8948019	150	32	"[14.757660900009796, 3.497444099979475, 4.328392499999609, 3.927760999999009, 10.766770799993537, 6.737027299997862, 9.850475099985488, 3.2098986000055447, 3.489623199973721, 1.4319361999514513, 4.888519899977837, 2.1293566999956965, 2.9275343000190333, 3.095291699981317, 3.1331795000005513, 4.370795299997553, 2.834529699990526, 15.936578599968925, 3.8224124999833293, 9.164043600030709, 3.7241023000096902, 6.361510700022336, 2.296456500014756, 2.074573500023689, 2.814022600010503, 6.455469599983189, 9.664939899987075, 4.071955899999011, 5.575947800010908, 6.435373600048479, 4.471979899972212, 7.389242300007027]"	"[14.757675100001507, 3.4974542999989353, 4.32840329996543, 3.9277719000237994, 10.76678050000919, 6.737040099978913, 9.850486399955116, 3.2099119999911636, 3.4896329999901354, 1.4319467999739572, 4.888528199982829, 2.129367900022771, 2.9275459999917075, 3.0953026000061072, 3.1331902000238188, 4.37080109998351, 2.834541000018362, 15.93658909999067, 3.8224197999807075, 9.164055700006429, 3.724114099983126, 6.36152169998968, 2.29646819998743, 2.074584699992556, 2.8140333000337705, 6.455479299998842, 9.664949800004251, 4.071963399997912, 5.5759596999851055, 6.435389199992642, 4.471987299970351, 7.389251800021157]"	288.8948019	661317	1	2022-11-10_17h48.41.895	Tutorial 7	2022.2.2	60.10157166
0.7	1000	exp	2	8	32	11	296.2833535	297.2817795	297.2817795	297.2981444	space	0.6175588	298.6301448	298.9385575	298.9385575	298.9385575	200	33	"[14.757660900009796, 3.497444099979475, 4.328392499999609, 3.927760999999009, 10.766770799993537, 6.737027299997862, 9.850475099985488, 3.2098986000055447, 3.489623199973721, 1.4319361999514513, 4.888519899977837, 2.1293566999956965, 2.9275343000190333, 3.095291699981317, 3.1331795000005513, 4.370795299997553, 2.834529699990526, 15.936578599968925, 3.8224124999833293, 9.164043600030709, 3.7241023000096902, 6.361510700022336, 2.296456500014756, 2.074573500023689, 2.814022600010503, 6.455469599983189, 9.664939899987075, 4.071955899999011, 5.575947800010908, 6.435373600048479, 4.471979899972212, 7.389242300007027, 4.17206139996415]"	"[14.757675100001507, 3.4974542999989353, 4.32840329996543, 3.9277719000237994, 10.76678050000919, 6.737040099978913, 9.850486399955116, 3.2099119999911636, 3.4896329999901354, 1.4319467999739572, 4.888528199982829, 2.129367900022771, 2.9275459999917075, 3.0953026000061072, 3.1331902000238188, 4.37080109998351, 2.834541000018362, 15.93658909999067, 3.8224197999807075, 9.164055700006429, 3.724114099983126, 6.36152169998968, 2.29646819998743, 2.074584699992556, 2.8140333000337705, 6.455479299998842, 9.664949800004251, 4.071963399997912, 5.5759596999851055, 6.435389199992642, 4.471987299970351, 7.389251800021157, 4.172079099982511]"		661317	1	2022-11-10_17h48.41.895	Tutorial 7	2022.2.2	60.10157166
0.1	1000	exp	2	9	33	9	303.1068083	304.1051753	304.1051753	304.1221399	space	1.7363347	305.9695155	306.2793712	306.2793712	306.2793712	0	34	"[14.757660900009796, 3.497444099979475, 4.328392499999609, 3.927760999999009, 10.766770799993537, 6.737027299997862, 9.850475099985488, 3.2098986000055447, 3.489623199973721, 1.4319361999514513, 4.888519899977837, 2.1293566999956965, 2.9275343000190333, 3.095291699981317, 3.1331795000005513, 4.370795299997553, 2.834529699990526, 15.936578599968925, 3.8224124999833293, 9.164043600030709, 3.7241023000096902, 6.361510700022336, 2.296456500014756, 2.074573500023689, 2.814022600010503, 6.455469599983189, 9.664939899987075, 4.071955899999011, 5.575947800010908, 6.435373600048479, 4.471979899972212, 7.389242300007027, 4.17206139996415, 2.4797455000225455]"	"[14.757675100001507, 3.4974542999989353, 4.32840329996543, 3.9277719000237994, 10.76678050000919, 6.737040099978913, 9.850486399955116, 3.2099119999911636, 3.4896329999901354, 1.4319467999739572, 4.888528199982829, 2.129367900022771, 2.9275459999917075, 3.0953026000061072, 3.1331902000238188, 4.37080109998351, 2.834541000018362, 15.93658909999067, 3.8224197999807075, 9.164055700006429, 3.724114099983126, 6.36152169998968, 2.29646819998743, 2.074584699992556, 2.8140333000337705, 6.455479299998842, 9.664949800004251, 4.071963399997912, 5.5759596999851055, 6.435389199992642, 4.471987299970351, 7.389251800021157, 4.172079099982511, 2.479756199987605]"		661317	1	2022-11-10_17h48.41.895	Tutorial 7	2022.2.2	60.10157166
0.1	1000	exp	2	10	34	6	308.7473054	309.7465014	309.7465014	309.7465014	space	0.6827382	310.5458501	310.8577092	310.8577092	310.8577092	0	35	"[14.757660900009796, 3.497444099979475, 4.328392499999609, 3.927760999999009, 10.766770799993537, 6.737027299997862, 9.850475099985488, 3.2098986000055447, 3.489623199973721, 1.4319361999514513, 4.888519899977837, 2.1293566999956965, 2.9275343000190333, 3.095291699981317, 3.1331795000005513, 4.370795299997553, 2.834529699990526, 15.936578599968925, 3.8224124999833293, 9.164043600030709, 3.7241023000096902, 6.361510700022336, 2.296456500014756, 2.074573500023689, 2.814022600010503, 6.455469599983189, 9.664939899987075, 4.071955899999011, 5.575947800010908, 6.435373600048479, 4.471979899972212, 7.389242300007027, 4.17206139996415, 2.4797455000225455, 2.529603099974338]"	"[14.757675100001507, 3.4974542999989353, 4.32840329996543, 3.9277719000237994, 10.76678050000919, 6.737040099978913, 9.850486399955116, 3.2099119999911636, 3.4896329999901354, 1.4319467999739572, 4.888528199982829, 2.129367900022771, 2.9275459999917075, 3.0953026000061072, 3.1331902000238188, 4.37080109998351, 2.834541000018362, 15.93658909999067, 3.8224197999807075, 9.164055700006429, 3.724114099983126, 6.36152169998968, 2.29646819998743, 2.074584699992556, 2.8140333000337705, 6.455479299998842, 9.664949800004251, 4.071963399997912, 5.5759596999851055, 6.435389199992642, 4.471987299970351, 7.389251800021157, 4.172079099982511, 2.479756199987605, 2.5296143000014126]"	310.8577092	661317	1	2022-11-10_17h48.41.895	Tutorial 7	2022.2.2	60.10157166
0.7	1000	exp	2	11	35	8	313.3740151	314.3731428	314.3731428	314.3900317	space	1.1468198	316.2376873	316.5531844	316.5531844	316.5531844	200	36	"[14.757660900009796, 3.497444099979475, 4.328392499999609, 3.927760999999009, 10.766770799993537, 6.737027299997862, 9.850475099985488, 3.2098986000055447, 3.489623199973721, 1.4319361999514513, 4.888519899977837, 2.1293566999956965, 2.9275343000190333, 3.095291699981317, 3.1331795000005513, 4.370795299997553, 2.834529699990526, 15.936578599968925, 3.8224124999833293, 9.164043600030709, 3.7241023000096902, 6.361510700022336, 2.296456500014756, 2.074573500023689, 2.814022600010503, 6.455469599983189, 9.664939899987075, 4.071955899999011, 5.575947800010908, 6.435373600048479, 4.471979899972212, 7.389242300007027, 4.17206139996415, 2.4797455000225455, 2.529603099974338, 4.48668460000772]"	"[14.757675100001507, 3.4974542999989353, 4.32840329996543, 3.9277719000237994, 10.76678050000919, 6.737040099978913, 9.850486399955116, 3.2099119999911636, 3.4896329999901354, 1.4319467999739572, 4.888528199982829, 2.129367900022771, 2.9275459999917075, 3.0953026000061072, 3.1331902000238188, 4.37080109998351, 2.834541000018362, 15.93658909999067, 3.8224197999807075, 9.164055700006429, 3.724114099983126, 6.36152169998968, 2.29646819998743, 2.074584699992556, 2.8140333000337705, 6.455479299998842, 9.664949800004251, 4.071963399997912, 5.5759596999851055, 6.435389199992642, 4.471987299970351, 7.389251800021157, 4.172079099982511, 2.479756199987605, 2.5296143000014126, 4.486699000000954]"	316.5531844	661317	1	2022-11-10_17h48.41.895	Tutorial 7	2022.2.2	60.10157166
0.4	1000	exp	3	0	36	4	321.029138	322.0262111	322.0262111	322.0262111	space	1.4391025	323.8915512	324.2041988	324.2041988	324.2041988	150	37	"[14.757660900009796, 3.497444099979475, 4.328392499999609, 3.927760999999009, 10.766770799993537, 6.737027299997862, 9.850475099985488, 3.2098986000055447, 3.489623199973721, 1.4319361999514513, 4.888519899977837, 2.1293566999956965, 2.9275343000190333, 3.095291699981317, 3.1331795000005513, 4.370795299997553, 2.834529699990526, 15.936578599968925, 3.8224124999833293, 9.164043600030709, 3.7241023000096902, 6.361510700022336, 2.296456500014756, 2.074573500023689, 2.814022600010503, 6.455469599983189, 9.664939899987075, 4.071955899999011, 5.575947800010908, 6.435373600048479, 4.471979899972212, 7.389242300007027, 4.17206139996415, 2.4797455000225455, 2.529603099974338, 4.48668460000772, 3.4568576000165194]"	"[14.757675100001507, 3.4974542999989353, 4.32840329996543, 3.9277719000237994, 10.76678050000919, 6.737040099978913, 9.850486399955116, 3.2099119999911636, 3.4896329999901354, 1.4319467999739572, 4.888528199982829, 2.129367900022771, 2.9275459999917075, 3.0953026000061072, 3.1331902000238188, 4.37080109998351, 2.834541000018362, 15.93658909999067, 3.8224197999807075, 9.164055700006429, 3.724114099983126, 6.36152169998968, 2.29646819998743, 2.074584699992556, 2.8140333000337705, 6.455479299998842, 9.664949800004251, 4.071963399997912, 5.5759596999851055, 6.435389199992642, 4.471987299970351, 7.389251800021157, 4.172079099982511, 2.479756199987605, 2.5296143000014126, 4.486699000000954, 3.4568705999990925]"	324.2041988	661317	1	2022-11-10_17h48.41.895	Tutorial 7	2022.2.2	60.10157166
0.7	1000	exp	3	1	37	5	327.6521737	328.6512446	328.6512446	328.6675964	space	0.7972463	330.1654114	330.4801882	330.4801882	330.4801882	230	38	"[14.757660900009796, 3.497444099979475, 4.328392499999609, 3.927760999999009, 10.766770799993537, 6.737027299997862, 9.850475099985488, 3.2098986000055447, 3.489623199973721, 1.4319361999514513, 4.888519899977837, 2.1293566999956965, 2.9275343000190333, 3.095291699981317, 3.1331795000005513, 4.370795299997553, 2.834529699990526, 15.936578599968925, 3.8224124999833293, 9.164043600030709, 3.7241023000096902, 6.361510700022336, 2.296456500014756, 2.074573500023689, 2.814022600010503, 6.455469599983189, 9.664939899987075, 4.071955899999011, 5.575947800010908, 6.435373600048479, 4.471979899972212, 7.389242300007027, 4.17206139996415, 2.4797455000225455, 2.529603099974338, 4.48668460000772, 3.4568576000165194, 9.46735820005415]"	"[14.757675100001507, 3.4974542999989353, 4.32840329996543, 3.9277719000237994, 10.76678050000919, 6.737040099978913, 9.850486399955116, 3.2099119999911636, 3.4896329999901354, 1.4319467999739572, 4.888528199982829, 2.129367900022771, 2.9275459999917075, 3.0953026000061072, 3.1331902000238188, 4.37080109998351, 2.834541000018362, 15.93658909999067, 3.8224197999807075, 9.164055700006429, 3.724114099983126, 6.36152169998968, 2.29646819998743, 2.074584699992556, 2.8140333000337705, 6.455479299998842, 9.664949800004251, 4.071963399997912, 5.5759596999851055, 6.435389199992642, 4.471987299970351, 7.389251800021157, 4.172079099982511, 2.479756199987605, 2.5296143000014126, 4.486699000000954, 3.4568705999990925, 9.467368600016925]"	330.4801882	661317	1	2022-11-10_17h48.41.895	Tutorial 7	2022.2.2	60.10157166
0.1	1000	exp	3	2	38	9	339.9324361	340.9311118	340.9311118	340.9473415	space	0.613365	341.6631464	341.9746536	341.9746536	341.9746536	0	39	"[14.757660900009796, 3.497444099979475, 4.328392499999609, 3.927760999999009, 10.766770799993537, 6.737027299997862, 9.850475099985488, 3.2098986000055447, 3.489623199973721, 1.4319361999514513, 4.888519899977837, 2.1293566999956965, 2.9275343000190333, 3.095291699981317, 3.1331795000005513, 4.370795299997553, 2.834529699990526, 15.936578599968925, 3.8224124999833293, 9.164043600030709, 3.7241023000096902, 6.361510700022336, 2.296456500014756, 2.074573500023689, 2.814022600010503, 6.455469599983189, 9.664939899987075, 4.071955899999011, 5.575947800010908, 6.435373600048479, 4.471979899972212, 7.389242300007027, 4.17206139996415, 2.4797455000225455, 2.529603099974338, 4.48668460000772, 3.4568576000165194, 9.46735820005415, 2.2302933000028133]"	"[14.757675100001507, 3.4974542999989353, 4.32840329996543, 3.9277719000237994, 10.76678050000919, 6.737040099978913, 9.850486399955116, 3.2099119999911636, 3.4896329999901354, 1.4319467999739572, 4.888528199982829, 2.129367900022771, 2.9275459999917075, 3.0953026000061072, 3.1331902000238188, 4.37080109998351, 2.834541000018362, 15.93658909999067, 3.8224197999807075, 9.164055700006429, 3.724114099983126, 6.36152169998968, 2.29646819998743, 2.074584699992556, 2.8140333000337705, 6.455479299998842, 9.664949800004251, 4.071963399997912, 5.5759596999851055, 6.435389199992642, 4.471987299970351, 7.389251800021157, 4.172079099982511, 2.479756199987605, 2.5296143000014126, 4.486699000000954, 3.4568705999990925, 9.467368600016925, 2.230304599972442]"		661317	1	2022-11-10_17h48.41.895	Tutorial 7	2022.2.2	60.10157166
0.1	1000	exp	3	3	39	6	344.1929792	345.1918673	345.1918673	345.2084533	space	0.6891176	346.0083485	346.3086732	346.3086732	346.3086732	0	40	"[14.757660900009796, 3.497444099979475, 4.328392499999609, 3.927760999999009, 10.766770799993537, 6.737027299997862, 9.850475099985488, 3.2098986000055447, 3.489623199973721, 1.4319361999514513, 4.888519899977837, 2.1293566999956965, 2.9275343000190333, 3.095291699981317, 3.1331795000005513, 4.370795299997553, 2.834529699990526, 15.936578599968925, 3.8224124999833293, 9.164043600030709, 3.7241023000096902, 6.361510700022336, 2.296456500014756, 2.074573500023689, 2.814022600010503, 6.455469599983189, 9.664939899987075, 4.071955899999011, 5.575947800010908, 6.435373600048479, 4.471979899972212, 7.389242300007027, 4.17206139996415, 2.4797455000225455, 2.529603099974338, 4.48668460000772, 3.4568576000165194, 9.46735820005415, 2.2302933000028133, 2.0767266000038944]"	"[14.757675100001507, 3.4974542999989353, 4.32840329996543, 3.9277719000237994, 10.76678050000919, 6.737040099978913, 9.850486399955116, 3.2099119999911636, 3.4896329999901354, 1.4319467999739572, 4.888528199982829, 2.129367900022771, 2.9275459999917075, 3.0953026000061072, 3.1331902000238188, 4.37080109998351, 2.834541000018362, 15.93658909999067, 3.8224197999807075, 9.164055700006429, 3.724114099983126, 6.36152169998968, 2.29646819998743, 2.074584699992556, 2.8140333000337705, 6.455479299998842, 9.664949800004251, 4.071963399997912, 5.5759596999851055, 6.435389199992642, 4.471987299970351, 7.389251800021157, 4.172079099982511, 2.479756199987605, 2.5296143000014126, 4.486699000000954, 3.4568705999990925, 9.467368600016925, 2.230304599972442, 2.076731200038921]"		661317	1	2022-11-10_17h48.41.895	Tutorial 7	2022.2.2	60.10157166
0.4	1000	exp	3	4	40	7	348.385371	349.3687637	349.3687637	349.3855495	space	1.3394028	351.132638	351.4436382	351.4436382	351.4436382	150	41	"[14.757660900009796, 3.497444099979475, 4.328392499999609, 3.927760999999009, 10.766770799993537, 6.737027299997862, 9.850475099985488, 3.2098986000055447, 3.489623199973721, 1.4319361999514513, 4.888519899977837, 2.1293566999956965, 2.9275343000190333, 3.095291699981317, 3.1331795000005513, 4.370795299997553, 2.834529699990526, 15.936578599968925, 3.8224124999833293, 9.164043600030709, 3.7241023000096902, 6.361510700022336, 2.296456500014756, 2.074573500023689, 2.814022600010503, 6.455469599983189, 9.664939899987075, 4.071955899999011, 5.575947800010908, 6.435373600048479, 4.471979899972212, 7.389242300007027, 4.17206139996415, 2.4797455000225455, 2.529603099974338, 4.48668460000772, 3.4568576000165194, 9.46735820005415, 2.2302933000028133, 2.0767266000038944, 3.6325028999708593]"	"[14.757675100001507, 3.4974542999989353, 4.32840329996543, 3.9277719000237994, 10.76678050000919, 6.737040099978913, 9.850486399955116, 3.2099119999911636, 3.4896329999901354, 1.4319467999739572, 4.888528199982829, 2.129367900022771, 2.9275459999917075, 3.0953026000061072, 3.1331902000238188, 4.37080109998351, 2.834541000018362, 15.93658909999067, 3.8224197999807075, 9.164055700006429, 3.724114099983126, 6.36152169998968, 2.29646819998743, 2.074584699992556, 2.8140333000337705, 6.455479299998842, 9.664949800004251, 4.071963399997912, 5.5759596999851055, 6.435389199992642, 4.471987299970351, 7.389251800021157, 4.172079099982511, 2.479756199987605, 2.5296143000014126, 4.486699000000954, 3.4568705999990925, 9.467368600016925, 2.230304599972442, 2.076731200038921, 3.6325108999735676]"	351.4436382	661317	1	2022-11-10_17h48.41.895	Tutorial 7	2022.2.2	60.10157166
0.4	400	unexp	3	5	41	1	355.0742002	356.0587905	356.0587905	356.0749882	space	0.7113134	357.1898968	357.5015272	357.5015272	357.5015272	50	42	"[14.757660900009796, 3.497444099979475, 4.328392499999609, 3.927760999999009, 10.766770799993537, 6.737027299997862, 9.850475099985488, 3.2098986000055447, 3.489623199973721, 1.4319361999514513, 4.888519899977837, 2.1293566999956965, 2.9275343000190333, 3.095291699981317, 3.1331795000005513, 4.370795299997553, 2.834529699990526, 15.936578599968925, 3.8224124999833293, 9.164043600030709, 3.7241023000096902, 6.361510700022336, 2.296456500014756, 2.074573500023689, 2.814022600010503, 6.455469599983189, 9.664939899987075, 4.071955899999011, 5.575947800010908, 6.435373600048479, 4.471979899972212, 7.389242300007027, 4.17206139996415, 2.4797455000225455, 2.529603099974338, 4.48668460000772, 3.4568576000165194, 9.46735820005415, 2.2302933000028133, 2.0767266000038944, 3.6325028999708593, 4.4905520000029355]"	"[14.757675100001507, 3.4974542999989353, 4.32840329996543, 3.9277719000237994, 10.76678050000919, 6.737040099978913, 9.850486399955116, 3.2099119999911636, 3.4896329999901354, 1.4319467999739572, 4.888528199982829, 2.129367900022771, 2.9275459999917075, 3.0953026000061072, 3.1331902000238188, 4.37080109998351, 2.834541000018362, 15.93658909999067, 3.8224197999807075, 9.164055700006429, 3.724114099983126, 6.36152169998968, 2.29646819998743, 2.074584699992556, 2.8140333000337705, 6.455479299998842, 9.664949800004251, 4.071963399997912, 5.5759596999851055, 6.435389199992642, 4.471987299970351, 7.389251800021157, 4.172079099982511, 2.479756199987605, 2.5296143000014126, 4.486699000000954, 3.4568705999990925, 9.467368600016925, 2.230304599972442, 2.076731200038921, 3.6325108999735676, 4.490570300025865]"		661317	1	2022-11-10_17h48.41.895	Tutorial 7	2022.2.2	60.10157166
